boli,simptome
Cancerul pulmonar,"""Astenie, de, subfebrilitate, Hipocratism, digital, deget, infecție, pulmonar, trenant, durere, toracica, sever, pleură, perete, toracic, sindrom, venă, cavă, edem, cap, gât, Horner, ptoză, palpebral, enoftalmie, mioză, eritem, conjunctival, sudorație, redus, ipsilateral, umăr, tumoare, Pancoast, Disfagie, dificultate, manifestare, cardiac, Paralizie, diafragm, osos, subcostal, drept, metastază, hepatic, Disfonie, voce, răgușit, hipercalcemie, constipație, greață, abdominal, amețeală, confuzie, ADH, hiponatremie, polidipsie, poliurie, Cushing, pletoră, facil, obezitate, central, verget, hirsutis"""
Cancerul pulmonar cu celule mici,"""durere, toracica, pneumonie, postobstructiv, Atelectazie, Slăbiciune, Anorexie, febră, metastază, cerebral, abdominal, hepatic, osos, Fragilitate, os, patologic, sindrom, de, venă, cavă, distensi, gât, perete, toracic, cianoză, disfagie, edea, facial, inadecva, paraneoplazic, Cushing, Encefalita, sistem, limbic, neurologic, Degenerare, cerebelar, miastenic, Lambert-Eaton, neuropatie, senzorial, autonom"""
Cancerul renal,"""macroscopic, abundență, durere, rinichi, venă, renal, globulă, hipertensiune, arterial, disfuncție, hepatic, fosfatază, alcalin, bilirubină, globulină, hipoalbuminemie, protrombină, Ginecomastie, Sindrrea, Cushinge, metastază, Dispnee"""
Cancerul sinusurilor și al etmoidului,"""durere, sinusure, parestezie, facil, deformare, edea, palpebral, ocular, pierdere, vedere, lăcrimare, permanent, diplopie, scurgere, sângerare, fosă, nazal, obstrucție, inflamare, fatigabilita"""
Cancerul tiroidian,"""Tumefacție, gât, Nod, solitar, palpare, imobil, regiune, durere, os, maxilar, Disfagie, dificultate, răguși, infecțios, nodule, intoleranță, la, căldură"""
Cancerul vaginal,"""sângerare, vaginal, anormal, intermenstrual, postmenopauza, durere, sânge, urină, constipație, pelvina"""
Cancerul veziculei biliare,"""durere, abdominal, hipocondru, drept, piele, scleră, urină, scaun, palid, Anorexie, Limfadenopatie, periombilical, Adenopatie, rectal"""
Candidoza genitala,"""scurgere, durere, regiune, vulvr, senzație, persistent, vagin, vulvă, eczemă, cervicită, candidozic"""
Candidoza bucala,"""alb, mucoasă, oral, pet, limbă, mucos, leziune, discret, supradenivelat, cronic, candidoză, hiperplazic, palid, placă, opac, nodular, leucoplakie, împrăștiat, stomatită, angular, retrocomisural, glosi, median, erite, edem, al, hiperemie, Hiperplazie, papilar, inflamatorie, margine, alveolar, ulcer, cheilită, de, multifocal"""
Candidoza vulvo-vaginală,"""scurgere, gros, mucoasă, vaginal, de, arsură, disurie, dispareunie, durer, mucoasău, vaginală, roșu, leziune, examinare, vagin, congestiona, ulcerativ, inflamatoriu, pliure, genito-crural, interfesier, Candidoză, vulvo-vaginal, cronic, durere, intens, iritație, lichefiere, țesut, vulvar, prurit, avevulva, accentua, usturime, local, sever, edem, marcant"""
Capsulita adeziva,"""durere, de, umar, deltoid, glenohumeral, mișcare, periscapular, umăr, abducție, rotație, intern, constant, afectare, extern, tardiv"""
Carcinom adenoid chistic,"""Simptomatologie, structură, nervos, regional, Tumefacție, nedureros, glandă, salivr, Disfagie, bitonal, durere, invazie, Paralizie, nerv"""
Carcinom bazal celular,"""ulcerație, Leziune, ureche, Singerare, depresiune, central, perlată, ulcerar, nodular, Crustificare, translucenta, variantă, chistic, scuamos, piele, sclerotic, morfeaform, infiltrativ, Ulcerare, singerare, crustificare"""
Carcinom bazocelular,"""Papulă, nod, telangiectazie, leziune, pleoapă, placă, tumoare, multicentric, arie, cutanat, Pigmentare"""
Carcinom intraductal (Carcinom ductal in situ - CDIS),
Carcinomul inflamator al sânului,"""durere, senzație, eritem, cald, piele, edem, tegumentar, tumoră, nepalpabil, Retracție, mamelonar, infiltrare, mamelon, Ulcerație, limfatic, axilar, supraclavicular"""
Carcinomul spinocelular,"""leziune, nou, piele, durere, sensibilitate, afectare, perineural, slăbiciune, scuamă, placă, boală, plăci, Eritroplazie, lui, Ulcerare, al, Crustificare, Nod, cutanat, paronichie, cronică, eritem, buză, eroziune, indurare, xeroză, fisurare, atrofie, depigmentare, penis, vulvă, extern, prurit, sângerare, intermitent, exofitic, verucos, conopidiforma, Limfadenopatie"""
Tulburări legate de consumul de cannabis (hasis," marijuana),""senzație, subiectiv, de, grandiozitate, distorsiune, vizual, somnolență, coordonare, hiperalertă, paradoxal, Afectare, judecată, Iritabilitate, durere, gastric, anxietate, Expectorare, flegmă, cronic, letargi, memorie"""
Carcinomul papilar tiroidian,"""Nod, tiroidian, Tumefacție, cervicală, anterior, senzație, de, presiune, durere, Disfonie, voce, răgușit, Dispnee, Disfagie, usca, sindrom, venă, cav, nodul, adenopatie, cervical, hipoecogen, ecografie, nod, periferic, Hipervascularizație, intranodular, Doppler"""
Carcinomul plexului coroid,"""vărsătură, neurologic, letargi, modificare, vizual, de, comportament, hidrocefalie, fontanelă, hipertensiune, intracranian"""
Cardiomiopatia alcoolica,"""Dispnee, paroxistic, nocturn, sufocare, durere, oboseală, marca, Anorexie, poftă, de, mâncare, mucus, roz, edem, al, gleznă, picior, urină, tahiaritmie, hipotensiune, arterial, Insomnie, Echimoză, corporal, depresie, cronic, anxietate, Iritabilita, stare, confuzie"""
Cardiomiopatia de stres (cardiomiopatia Takotsubo),"""Angină, tipic, durere, toracica, șoc, cardiogenic, ventricul, stâng, apex, Hiperkinezie, compensatoriu, bazal, stânge, biomarkere"""
Cardiomiopatia dilatativa,"""anorexi, iritabilita, fatigabilitate, durere, hemoptizia, sincopa, neurologic, venos, jugulara, reflux, hepatojugular, ral, pulmonar, cardiace, tahicardia, hipertensiune, arterial, fibrilație, hepatomegali, cașexie, cianoza, claudicație"""
Cardiomiopatia dilatativa idiopatica,"""de, efort, oboseala, durere, toracica, vag, fatigabilita, insuficiență, cardiace"""
Cardiomiopatia hipertrofica (CMH),"""Dispnee, Angină, Sincopă, obstrucție, Palpitație, aritmie, Amețeală, insuficiență, cardiac"""
Cardiomiopatia la cocaina,"""durere, ischemie, miocardic, disecție, aortic, criză, hipertensiv, cerebral, Hemoragie, cerebrala, atace, Decompensare, cardiac, acut, edem, pulmonar, șoc, cardiogenic, Diaforeza, greața, Vărsătura, senzație, de, moarte, iminent, fibrilație, atrial, extrasistol, ventricular, Tahicardie, ventriculara, Fibrilație, insuficiență, Paloare, Perforație, sept, nazal, piele, Ideație, paranoic"""
Cardiomiopatia peri partum,"""oboseala, durere, toracic, nicturie, inflamare, tahicardia, hipotensiune, postural, congestie, pulmonar, sistemic, suflu, regurgitare, atrioventricular"""
Cardiomiopatia în sarcină,"""insuficiență, cardiac, secundar, disfuncție, sistolic, de, ventric, stâng, peripartum, ventricul, drept, Cardiomiopatie, dilatativ, Regurgitare, mitral, risc, ventricular, Fibrilație, atrial, hipertrofic, hipotensiune, arterial, congestiv, diastolic, obstrucție, sever, tract, ejecție"""
Cardiomiopatia restrictiva (CMR),"""Fatigabilita, durere, anginos, afectare, coronarian, toracic, atipic, hepatomegalie, sensibilă, presiune, venos, Zgomotă, cardiac, estompa, șoc, apexian, pericardită, constrictivă, febră, endocardită, Loffler, erupție, cutanat, neproductiv, tulburare, de, ritm, sarcoidoză, amiloidoză, hemocromatoză, conducere, Tahicardie, ventricular, bloc, hipertensiune, arterial, ortostatic, polineuropatie, amiloidozic, Pigmentație, piele, diabet, zahara, impotent, pierdere, Sufl, insuficiență, atrioventricular, aritmie, supraventricular"""
Cardiomiopatia restrictivă,"""durere, retrosternal, Edeme, tulburare, de, ritm, palpitație, Fatigabilita, Tahiaritmie, supraventricular"""
Cardiomiopatia Takotsubo (sindromul inimii frânte),"""durere, dinte, Dispnee, hipotensiune, arterial, cord, Sufl, EKG, de, segment, aritmie, marker, cardiac, troponină, perete, ventricular"""
Cardiomiopatia ventriculara dreapta,"""ventricular, bloc, de, ramură, aritmie"""
Cardiomiopatiile (CM),"""insuficiență, cardiac, tulburare, de, ritm, conducere"""
Cardiopatia ischemică,"""durere, precordiala, retrosternal, strânsor, zdrobire, gât, Amețeală, Indigestie, pirozice, greața, vărsătură, Dispnee, Fatigabilitate, oboseală, intensă, toracică, infarct, miocardic, acut, sufocare, dispnee, insuficiență, cardiac, lipotimie, Anorexie, poftă, de, mâncare, edem, membră, inferior, umflare, picior, Crepitantă, pulmonar, ficat, Sufl, turgescent"""
Cardiopatii congenitale la adult,"""respirație, Dispnee, oboseală, Cianoza, colorație, albăstrui, piele, Palidita, zgomot, pulmonar, umflăt, Hipocratism, deget, hipocratic, îngroșare, extremitate, degetu, unghi, hipervâscozitate, durere, de, cap, tulburare, vizual, eritrocitoză, Anorexie, poftă, mâncare, intoleranță, la, efort"""
Cardiopatiile si sarcina,"""de, efort, decubi, hemoptizie, tahicardia, ace, expectorație, spumoate, persistent, cianoza, insuficiență, cardiac, hipotensiune, hepatomegalie, tulburare, ritm, tahicardie, paroxistic"""
Carența de acizi grași esențiali,"""Dermatită, crustă, păr, infecție, tulburare, nutritiv"""
Carența de carnitină,"""hipoglicemie, miopatie, cardiomiopatia, oboseala, necroză, durere, muscular, mialgiu, steatoză, hepatic, agitație, neliniște, greață, iritabilita, tahicardia, tremurături, al, hepatomegali, precordial, pericardica, suflu, cardiac, encefalopatie, hipoglicemica, sindrom, dispeptic, abdominal, slăbiciune, confuzie, hiperamoniemie, transaminază, TGO, mioglobinurie"""
Carența de vitamina C,"""asteni, fatigabilita, iritabilita, durere, muscular, articular, artralgie, echimoză, spontan, membră, inferior, gambă, hiperkeratoză, folicular, hemoragiu, tumefiere, gingie, gingă, friabil, dințe, gangrena, leziune, tegumentar, conjunctival, bulbar, tece, femural, edeme, gingival, folicul, pilos, sindro, Sjogren, oliguri, afecțiune, neurologic, unghial, intraarticular, intramuscular, membru, superioare/inferior, intraorganic, tulburare, psihic, icteri, hipotensiune, arterial, inflamație, intraperioastal, purpură, tegumentara, intracerebral"""
Carența de vitamină E,"""Pubertate, întârzia, tulburare, al, ciclu, menstrual, Sterilitate, leziune, testiculă, Perturbare, proces, de, coagulare, sânge, Afectare, funcție, hepatic, cardiovascular, insuficiență, cardiac, cardiomiopatie, sistem, muscular, slăbiciune, miopatie, coordonare, deteriorare, vedere, infecție"""
Carența de vitamină M (acid folic),"""Astenie, Fatigabilita, tegumentă, mucoasă, durere, precordial, de, tip, anginos, Ragedea, comisural, uscat, tulburare, neurologic, Atrofie, nazal, ozenă, auz, acufen, vedere, fosfen, tensiune, infecție, febră, infecțios, leziune, tegumentar, Ulcerație, al, bucal, sângerare, traumatism, tăietură, echimoză, minor, sânge, urină, Sângerare, menstrual, menoragiu, intervenție, cutanat, superficial, Hemoragiu, intern, digestiv"""
Carența de vitamină P (rutinul),"""tulburare, permeabilitate, vas, capilar, traumatism, hemoragie, Hemoragiu, intern, retinian, gastric, cerebral, durere, de, membru, inferior, slăbiciune"""
Caria dentară,"""durere, de, inflamare, gingie, zonal, dinte"""
Cariile dentare,"""sensibilitată, dentar, durere"""
Cariile la copii - dinți temporari,"""durere, dentar, sensibilitată, caria, cronic, carie, acut, cronică, de, biberon, leziune, Afectare, dinte, care"""
Carotenodermia,"""piele, Colorație, galbenă/portocaliu, palmă, galben, scleră, ochi, conjunctivă, ficat"""
Caruncul uretral,"""examen, durere, local, Disurie, leziune, exofitic, meat, uretral, negru, tromboză, sângerare"""
Cataracta,"""cristalin, alterare, acuitate, vizual, vedere, tulburare, Diplopie, de, al, opacitate, tardiv, periferic, miopie, difuza, deformare, cataractă, roșu, pupilar, congenital, comportament, Nistagmus, Strabism, dificultate, funcție"""
Catatonia,"""Imobilitate, motoriu, hiperactivitate, mișcare, voluntar, rigiditate, Verbigerație, instabilitate, autonomic, hipertermie, hipertensiune, tahicardie"""
Cearcăne,"""maculă, regiune, periocular, edem, periorbital, Pungă, palpebral, Blefaroptoză, țesut, zonă, pigmentare, melanocitoză, Hiperpigmentare, pleoapă, arcadă, orbital"""
Cearcănele la copii,"""Hiperpigmentare, piele, pleoapă, inferior, Edemă, palpebral, rinită, alergic, vitamină, B12"""
Cefaleea - durerea de cap,"""durere, de, cap, Cefalee, tip, tensional, Migrenă, hemicraniu, roșu, congestie, nazal, seros, conjunctival, mioză, ptoză, palpebral, ipsilateral, transpirație, greață, vărsătură, febră, cefă, membră, sincopă, convulsie, cronic, Nevralgie, trigemen, accident, vascular, cerebral"""
Cefaleea cluster,"""durere, de, maxilar, agitație, neliniște, atac, scurgere, nazal, Roșeață, ochi, Lăcrimare, excesiv, Mioză, pupilar, pupilă, Ptoză, palpebral, pleoapă, edem, umflare, modificare, ritm, cardiace, arterial, iritabilitate"""
Cefaleea cronică (când te doare frecvent capul),"""durere, de, cap, persistent, Greț, vărsătură, tulburare, pierdere, temporar, vedere, Parestezie, amorțeală, infecțios, rigiditate, congestie, nazal, hiposmie, anosmie, cacosmie, sinuzită, Fotofobie, somnolență, confuzie, piele, arterită, temporal, Claudicație, mandibular, hemoragiu, cerebral, HTA, oboseală, efort, glaucom, concentrare, Iritabilitate, hidrocefalie, memorie, tremor, nistagmus, malformație, Arnold-Chiari"""
Cefaleea la copil,"""durere, de, cap, nou, nocturn, vărsătură, cefalee, febră, paroxistic, episodic, periodic, greață, Prodrom, vizual, abdominal, prodromal, unilateral, hemifață, hemicraniu, cervicală, congestie, nazal, eritem, facial, Claude, Bernard-Horner"""
Celulita infectioasa,"""inflamație, acut, piele, durere, localiza, roșeață, Tumefacție, umflare, căldură, fierbinte, de, cap, hipotensiune, arterial, confuzie, mental, Umflare, permanent, țesut, oboseală, muscular, mialgiu, greața, vărsătură, emeză, vomă, articular"""
Celulita pelvină,"""toxicitate, sistemic, sensibilitată, abdominal, durere, de, tip, macular, perete, inferior, zonă, inghinal, coaapsă, disecție, pelvină"""
Celulita periorbitală,"""durere, regiune, Roșeat, tegumentă, edem, pleoapă, inferior, Tegument, cald, congestiv, ochi, Hipersecreție, lacrimal, Ede, conjunctival, globu, ocular"""
Celulita,"""piele, epiderm, hipoderm, derm, țesut, muscular"""
Cervicita,"""mâncărime, Iritație, organ, sexual, extern, durere, senzație, de, arsură, zonă, abdomen, inferior"""
Cervicita mucopurulenta,"""canal, endocervical, mucoasă, cervical, edem, al, regiune, ectopic, leziune, ulcerativ, necrotic, nedureros, genital, herpetic, extern"""
Cetoacidoza alcoolica,"""greață, vărsătură, durere, abdominal, hematemeza, muscular, sincopa, cetonă, Status, mental, tahicardia, sensibilitate, abdominala, hipotensiune, hipotermie, febra, de, rebounde, hepatomegali, scaun, hem-pozitiv, rinofima, neuropatie, periferica, ginecomastie, testiculara, erite, palmar, hepatosplenomegali, anionică, compensatoriu, clor, metabolic, hiponatremie, hipopotasemie, hiperuricemi, hipocalcemie, hipomagneziemie, hiperglicemie, acid, liber, insulină, glucagon, cortizol, catecolamină, hormon"""
Cetoacidoza diabetica,"""Poliurie, Polidipsie, greața, durere, abdominal, slăbiciune, generalizate, alterare, confuzie, comă, infecție, Angină, acut, infarct, miocardic, Fatigabilita, letargi, Anorexie, usca, sensibilitate, abdominala, acetonă, respirație, superficial"""
Cheilita,"""buză, crăpa, descuama, dureros, mâncărime, roșeață, Ede, leziune, piele, mucoasă, scuamoate, eritematos, zonă, triunghiulară, comisure, cheilită, senzație, de, usturimă, usca, subțire, vermillon, suspiciune, malign, buza, glandular, granulomatos, inferior, febră, tulburare, edem, limbă, scrotal, Paralizie, nerv, cranian"""
Cheilita alergică de contact,"""de, prurit, buză, hiperemic, arsură, umflare, tegument, perioral, roșu, Pigmentare, rezidual"""
Cheilita angulară,"""leziune, acut, comisure, bucal, sângerare, de, buză"""
Cheilita exfoliativă,"""de, prurit, durere, gură, hiperemic, buză, senzație, contractat, uscat, amorțit"""
Cheilita glandulară,"""mucoasă, labial, leziune, infecție, canal, salivare, buză, Glande, hipertrofia, crustă, fisură, Supurație, buza, Nodul"""
Cheiroartropatia,"""Îngroșare, tegumentă, mână, degetu, afecțiune, musculoscheletal, nedureros, picior, articulație, deget, piele"""
Chilotorax,"""Dispnee, durere, compromitere, respiratoriu, hemodinamic, chilotorax, Hipomobilitate, hemitorace, Matitate, respirație, hipotensiune, arterial, malnutriție, sechelă"""
